Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Intel® Pro Wireless Display (Intel® Pro WiDi).21526.unit,Intel Pro Wireless Display (Intel Pro WiDi)_unit,,,,,The unit of measure for the Intel Pro Wireless Display (Intel Pro WiDi) column.,True
Notebooks,Intel® Wireless-AC Technology.21527,Intel Wireless-AC Technology,,,,,Intel Wireless-AC Technology is a technology that allows for faster Wi-Fi speeds and greater coverage. It is a feature that is included in some Intel processors and is built into the laptop's motherboard. The technology allows for speeds of up to 1.73 Gbps and a range of up to 160 meters. It also allows for more efficient use of Wi-Fi bandwidth and can handle more devices connected to the network at once.,True
Notebooks,Intel® Wireless-AC Technology.21527.unit,Intel Wireless-AC Technology_unit,,,,,The unit of measure for the Intel Wireless-AC Technology column.,True
Notebooks,Hot-swap battery.3159,Hot-swap battery,,,,,A notebook's ability to have its battery removed and replaced while the notebook is still running without needing to shut it down.,True
Notebooks,Hot-swap battery.3159.unit,Hot-swap battery_unit,,,,,The unit of measure for the Hot-swap battery column.,True
Notebooks,Battery charge status button.34724,Battery charge status button,,,,,"A string that indicates whether the notebook has a button to check the battery charge status. The value should be 'True' if the notebook has such a button, and 'False' if it does not.",True
Notebooks,Battery charge status button.34724.unit,Battery charge status button_unit,,,,,The unit of measure for the Battery charge status button column.,True
Notebooks,HDD recovery.9662,HDD recovery,,,,,"Indicates whether the hard drive of the notebook can be recovered if it fails. If the hard drive can be recovered, the value will be True. If the hard drive cannot be recovered, the value will be False.",True
Notebooks,HDD recovery.9662.unit,HDD recovery_unit,,,,,The unit of measure for the HDD recovery column.,True
Notebooks,Indication light.2568,Indication light,,,,,"Indication light is used to indicate the status of the notebook. It is either on or off. If the indication light is on, it means that the notebook is in use. If the indication light is off, it means that the notebook is not in use.",True
Notebooks,Indication light.2568.unit,Indication light_unit,,,,,The unit of measure for the Indication light column.,True
Notebooks,Compatible operating systems.2507,Compatible operating systems,,,,,"The operating systems that the notebook is compatible with. This can be a mixture of different operating systems, and the format of the entries is typically a short string, but can be a longer string if needed. The operating systems are typically Windows, Linux, or Mac OS, but can also be other operating systems.",True
Notebooks,Compatible operating systems.2507.unit,Compatible operating systems_unit,,,,,The unit of measure for the Compatible operating systems column.,True
Notebooks,Assisted GPS (A-GPS).6623,Assisted GPS (A-GPS),,,,,"Indicates whether the notebook has an A-GPS module or not. A-GPS is an assistance system that can improve the performance of a GPS receiver. It can speed up the initial acquisition of a GPS signal and can help the receiver calculate a more accurate position in difficult signal conditions. The A-GPS receiver can also calculate a more accurate position in difficult signal conditions, such as inside a building or in a car.",True
Notebooks,Assisted GPS (A-GPS).6623.unit,Assisted GPS (A-GPS)_unit,,,,,The unit of measure for the Assisted GPS (A-GPS) column.,True
Notebooks,eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity.7783,eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity,,,,,"The eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity refers to the number of eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports that are available on the notebook. The minimum value is 1.0, and the maximum value is 3.0.",True
Notebooks,eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity.7783.unit,eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity_unit,,,,,The unit of measure for the eSATA/USB 3.2 Gen 1 (3.1 Gen 1) ports quantity column.,True
Notebooks,Minimum storage drive space.65,Minimum storage drive space,,,,,The minimum storage drive space in gigabytes (GB) that a notebook product has. This can be used to compare the storage space of different notebook products.,True
Notebooks,Minimum storage drive space.65.unit,Minimum storage drive space_unit,,,,,The unit of measure for the Minimum storage drive space column.,True
Notebooks,Intel® Evo™ Platform Verified.42630,Intel Evo Platform Verified,'False',,,,"A string that indicates whether the Intel Evo Platform is verified for the notebook. The Intel Evo Platform is a set of hardware and software specifications created by Intel to ensure a high-performance, efficient, and reliable mobile computing experience.",True
Notebooks,Intel® Evo™ Platform Verified.42630.unit,Intel Evo Platform Verified_unit,,,,,The unit of measure for the Intel Evo Platform Verified column.,True
Notebooks,Tcase.10278,Tcase,,,,,"The Tcase column contains the temperature of the notebook in degrees Celsius (¬∞C). The minimum value is 1.0 ¬∞C, and the maximum value is 800.0 ¬∞C.",True
Notebooks,Tcase.10278.unit,Tcase_unit,,,,,The unit of measure for the Tcase column.,True
Notebooks,CardBus PCMCIA slots quantity.2320,CardBus PCMCIA slots quantity,,,,,The number of CardBus PCMCIA slots on the laptop,True
Notebooks,CardBus PCMCIA slots quantity.2320.unit,CardBus PCMCIA slots quantity_unit,,,,,The unit of measure for the CardBus PCMCIA slots quantity column.,True
Notebooks,TV-out type.31132,TV-out type,,,,,"The type of connection for the TV-out on the notebook. Options include: ""S-Video"", ""VGA"", and ""DVI"".",True
Notebooks,TV-out type.31132.unit,TV-out type_unit,,,,,The unit of measure for the TV-out type column.,True
Notebooks,Rugged design.41891,Rugged design,,,,,A boolean value that describes whether the notebook is designed to be rugged. Values are either 'True' or 'False'.,True
Notebooks,Rugged design.41891.unit,Rugged design_unit,,,,,The unit of measure for the Rugged design column.,True
Notebooks,BD-R read speed.5578,BD-R read speed,,,,,"The speed at which the notebook's BD-R drive can read rewriteable optical discs, with a minimum of 1.0 x and a maximum of 6.0 x.",True
Notebooks,BD-R read speed.5578.unit,BD-R read speed_unit,,,,,The unit of measure for the BD-R read speed column.,True
Notebooks,BD-RE read speed.5579,BD-RE read speed,,,,,"The speed at which the BD-RE drive can read discs, with a minimum of 1.0 x.",True
Notebooks,BD-RE read speed.5579.unit,BD-RE read speed_unit,,,,,The unit of measure for the BD-RE read speed column.,True
Notebooks,BD-R Dual Layer read speed.6976,BD-R Dual Layer read speed,,,,,"The read speed for BD-R Dual Layer media, with a minimum value of 1.0 x and a maximum of 6.0 x.",True
Notebooks,BD-R Dual Layer read speed.6976.unit,BD-R Dual Layer read speed_unit,,,,,The unit of measure for the BD-R Dual Layer read speed column.,True
Notebooks,BD-RE Dual Layer read speed.6977,BD-RE Dual Layer read speed,,,,,"The read speed for BD-RE dual layer media, with units of x",True
Notebooks,BD-RE Dual Layer read speed.6977.unit,BD-RE Dual Layer read speed_unit,,,,,The unit of measure for the BD-RE Dual Layer read speed column.,True
Notebooks,Toshiba Reliability Guarantee.18753,Toshiba Reliability Guarantee,,,,,"A manufacturer guarantee stating how likely the system is to run without failures such as system crash, application crash or data loss",True
Notebooks,Toshiba Reliability Guarantee.18753.unit,Toshiba Reliability Guarantee_unit,,,,,The unit of measure for the Toshiba Reliability Guarantee column.,True
Notebooks,Media types supported.477,Media types supported,,,,,"The types of optical media this laptop can read, such as DVD-RAM, BD-ROM, etc.",True
Notebooks,Media types supported.477.unit,Media types supported_unit,,,,,The unit of measure for the Media types supported column.,True
Notebooks,Colour sensor.30030,Colour sensor,,,,,"A boolean value that describes whether the device has a colour sensor or not.  False if the device does not have a colour sensor, and true if it does.",True
Notebooks,Colour sensor.30030.unit,Colour sensor_unit,,,,,The unit of measure for the Colour sensor column.,True
Notebooks,Keyboard key pitch.1000,Keyboard key pitch,,,,,"The pitch of the keyboard for the given notebook. The distance between the keystroke and the center of the keyboard, given in millimeters. The minimum value is 1.0 mm, and the maximum value is 60.0 mm.",True
Notebooks,Keyboard key pitch.1000.unit,Keyboard key pitch_unit,,,,,The unit of measure for the Keyboard key pitch column.,True
Notebooks,Keyboard keystroke.1001,Keyboard keystroke,,,,,"The key travel distance of a notebook keyboard, measured in millimeters. This measurement is for the horizontal key travel, with the key at its resting position being 0mm, and the key being fully depressed being the full travel distance. The average key travel distance is between 2.0mm - 2.5mm, with anything above being considered a high number and anything below being considered a low number. ",True
Notebooks,Keyboard keystroke.1001.unit,Keyboard keystroke_unit,,,,,The unit of measure for the Keyboard keystroke column.,True
Notebooks,Audio system maximum sampling rate.1027,Audio system maximum sampling rate,,,,,"The audio system maximum sampling rate is the highest frequency that the audio system can process. The sampling rate is the number of samples per second that are taken of the audio signal. The higher the sampling rate, the better the audio quality. The sampling rate can be limited by the hardware and software of the audio system.",True
Notebooks,Audio system maximum sampling rate.1027.unit,Audio system maximum sampling rate_unit,,,,,The unit of measure for the Audio system maximum sampling rate column.,True
Notebooks,Audio system full duplex.1029,Audio system full duplex,,,,,"Indicates whether the audio system supports full duplex. Full duplex allows multiple people to talk at the same time without any issues. If the audio system supports full duplex, the value will be True. If the audio system does not support full duplex, the value will be False.",True
Notebooks,Audio system full duplex.1029.unit,Audio system full duplex_unit,,,,,The unit of measure for the Audio system full duplex column.,True
Notebooks,Internal memory expansion module sizes.1037,Internal memory expansion module sizes,,,,,The internal memory expansion module sizes are the sizes of the memory expansion modules that can be inserted into the notebook to increase its memory capacity. The size is measured in megabytes (MB).,True
Notebooks,Internal memory expansion module sizes.1037.unit,Internal memory expansion module sizes_unit,,,,,The unit of measure for the Internal memory expansion module sizes column.,True
Notebooks,External video modes maximum refresh rate (non-interlaced).1096,External video modes maximum refresh rate (non-interlaced),,,,,The maximum refresh rate of the notebook's external video modes in non-interlaced format. The refresh rate is measured in hertz (Hz) and is the rate at which the display hardware redraws the image on the screen. The format of this column is a floating-point number.,True
Notebooks,External video modes maximum refresh rate (non-interlaced).1096.unit,External video modes maximum refresh rate (non-interlaced)_unit,,,,,The unit of measure for the External video modes maximum refresh rate (non-interlaced) column.,True
Notebooks,CD/DVD drive buffer size.1450,CD/DVD drive buffer size,,,,,"The CD/DVD drive buffer size is the amount of memory in the CD/DVD drive that is used to temporarily store data that is being read from or written to a CD/DVD disc. The larger the buffer size, the more data can be read or written at one time. For example, a buffer size of 2 indicates that the drive can read or write 2 megabytes of data at one time.",True
Notebooks,CD/DVD drive buffer size.1450.unit,CD/DVD drive buffer size_unit,,,,,The unit of measure for the CD/DVD drive buffer size column.,True
Notebooks,CD/DVD weight.1843,CD/DVD weight,,,,,"The weight of the CD/DVD drive in grams. Note that the weight of the CD/DVD drive is not the same as the weight of the CD/DVD itself, which can be found in the CD/DVD column.",True
Notebooks,CD/DVD weight.1843.unit,CD/DVD weight_unit,,,,,The unit of measure for the CD/DVD weight column.,True
Notebooks,"Drive device, buffer size.27","Drive device, buffer size",,,,,"The drive device and buffer size column contains information about the hard drive and buffer of the notebook. The hard drive is the component of the notebook that stores data, and the buffer is the temporary storage location for data that is being transferred from one location to another. The buffer size is the amount of storage space available for the buffer, measured in megabytes (MB).",True
Notebooks,"Drive device, buffer size.27.unit","Drive device, buffer size_unit",,,,,"The unit of measure for the Drive device, buffer size column.",True
Notebooks,Fixed network speed.3393,Fixed network speed,,,,,The fixed network speed of the notebook. This is the speed at which the notebook can connect to the internet when using a wired connection. The value is in Kbit/s.,True
Notebooks,Fixed network speed.3393.unit,Fixed network speed_unit,,,,,The unit of measure for the Fixed network speed column.,True
Notebooks,L2 cache.3397,L2 cache,,,,,"Cache memory measuring between 0.5 MB to 8.0 MB, acting as the second level of cache for a notebook.",True
Notebooks,L2 cache.3397.unit,L2 cache_unit,,,,,The unit of measure for the L2 cache column.,True
Notebooks,Non-operating relative humidity (non-condensing).621,Non-operating relative humidity (non-condensing),,,,,The percentage of relative humidity that a notebook can withstand without damage when stored in an airtight container.,True
Notebooks,Non-operating relative humidity (non-condensing).621.unit,Non-operating relative humidity (non-condensing)_unit,,,,,The unit of measure for the Non-operating relative humidity (non-condensing) column.,True
Notebooks,AC adapter weight.907,AC adapter weight,,,,,The weight of the AC adapter for the notebook. The weight is specified in grams (g) and the minimum is 1.0 g and the maximum is 880.0 g.,True
Notebooks,AC adapter weight.907.unit,AC adapter weight_unit,,,,,The unit of measure for the AC adapter weight column.,True
Notebooks,LCD brightness levels 1-8.953,LCD brightness levels 1-8,,,,,"The LCD brightness levels of a notebook refer to the brightness of the screen, which is an important factor in the overall user experience. The levels are measured in cd/m¬≤, with the minimum value of 2.0 cd/m¬≤ and the maximum value of 200.0 cd/m¬≤. The example values are '20.0', '10.0', '40.0', '200.0', and '60.0' cd/m¬≤.",True
Notebooks,LCD brightness levels 1-8.953.unit,LCD brightness levels 1-8_unit,,,,,The unit of measure for the LCD brightness levels 1-8 column.,True
Notebooks,Storage drive height.977,Storage drive height,,,,,"Height of the storage drive in millimeters. Example values: 7.0, 9.5 mm. Minimum value: 7.0 mm. Maximum value: 9.5 mm.",True
Notebooks,Storage drive height.977.unit,Storage drive height_unit,,,,,The unit of measure for the Storage drive height column.,True
Notebooks,HDD number of plates.979,HDD number of plates,,,,,The number of plates in the HDD of the notebook.,True
Notebooks,HDD number of plates.979.unit,HDD number of plates_unit,,,,,The unit of measure for the HDD number of plates column.,True
Notebooks,HDD number of heads.980,HDD number of heads,,,,,"The number of heads the HDD has. act as the interface between the computer and the hard disk. A hard disk with a higher number of heads can operate more sectors simultaneously, increasing its performance.",True
Notebooks,HDD number of heads.980.unit,HDD number of heads_unit,,,,,The unit of measure for the HDD number of heads column.,True
Notebooks,Manageability features.342,Manageability features,,,,,"Features relevant to the manageability of the notebook, such as security or recovery software, are listed here.",True
Notebooks,Manageability features.342.unit,Manageability features_unit,,,,,The unit of measure for the Manageability features column.,True
Notebooks,Drive devices applicable disk format.1146,Drive devices applicable disk format,,,,,"This column contains a list of optical disc drives which are compatible with the notebook. These are listed in the format of: 'CD-ROM, CD-R, CD-RW, DVD-ROM, DVD-R, DVD-R(DL), DVD-RW, DVD+R, DVD+R(DL), DVD+RW, DVD-RAM', 'BD-ROM, BD-R, BD-R(DL), BD-RE, BD-RE(DL)', or simply '1'.",True
Notebooks,Drive devices applicable disk format.1146.unit,Drive devices applicable disk format_unit,,,,,The unit of measure for the Drive devices applicable disk format column.,True
Notebooks,Display type.9104,Display type,,,,,"The type of display for a given notebook. Display types include LCD, TFT, LED, and Analog.",True
Notebooks,Display type.9104.unit,Display type_unit,,,,,The unit of measure for the Display type column.,True
Notebooks,Graphics adapter manufacturer.956,Graphics adapter manufacturer,,,,,The manufacturer of the graphics adapter as shown in the product information of the notebook.,True
Notebooks,Graphics adapter manufacturer.956.unit,Graphics adapter manufacturer_unit,,,,,The unit of measure for the Graphics adapter manufacturer column.,True
Notebooks,Intel Active Management Technology version.15764,Intel Active Management Technology version,,,,,The version of Intel's Active Management Technology installed on the notebook.,True
Notebooks,Intel Active Management Technology version.15764.unit,Intel Active Management Technology version_unit,,,,,The unit of measure for the Intel Active Management Technology version column.,True
Notebooks,Laptop hinge test.35145,Laptop hinge test,,,,,"A boolean value that indicates whether the hinge on the laptop has been tested for durability. The hinge is the joint that allows the laptop to open and close, and a durable hinge is important for the longevity of the laptop.",True
Notebooks,Laptop hinge test.35145.unit,Laptop hinge test_unit,,,,,The unit of measure for the Laptop hinge test column.,True
Notebooks,Keyboard test.35148,Keyboard test,,,,,A boolean value that indicates whether the keyboard has been tested properly for functionality,True
Notebooks,Keyboard test.35148.unit,Keyboard test_unit,,,,,The unit of measure for the Keyboard test column.,True
Notebooks,Extreme temperature test.35150,Extreme temperature test,,,,,"Extreme temperature test is a test to determine the maximum temperature a notebook can withstand. The test is usually conducted by placing the notebook in a high-temperature environment for a certain period of time. The notebook is then checked to see if it is still functioning properly. If the notebook passes the test, it is considered to have good temperature resistance.",True
Notebooks,Extreme temperature test.35150.unit,Extreme temperature test_unit,,,,,The unit of measure for the Extreme temperature test column.,True
Notebooks,I/O ports test.35151,I/O ports test,,,,,"The I/O ports test column indicates whether the notebook has been tested for its I/O ports, with 'False' indicating that it has not been tested.",True
Notebooks,I/O ports test.35151.unit,I/O ports test_unit,,,,,The unit of measure for the I/O ports test column.,True
Notebooks,Quantity.1675,Quantity,,,,,The number of notebooks available for a given product.,True
Notebooks,Quantity.1675.unit,Quantity_unit,,,,,The unit of measure for the Quantity column.,True
Notebooks,Standby time.13130,Standby time,,,,,"The amount of time, measured in seconds, that a notebook can remain in standby mode. This value is an estimate and may not reflect the actual standby time of the notebook.', 'min': '0.5 day(s)', 'max': '8060.0 day(s)",True
Notebooks,Standby time.13130.unit,Standby time_unit,,,,,The unit of measure for the Standby time column.,True
Notebooks,Multi-touch.10623,Multi-touch,,,,,"Indicates whether the notebook's touchpad supports multi-touch. Multi-touch allows the touchpad to recognize more than one finger on its surface, enabling advanced gestures and functions.",True
Notebooks,Multi-touch.10623.unit,Multi-touch_unit,,,,,The unit of measure for the Multi-touch column.,True
Notebooks,Repairability index.42930,Repairability index,,,,,"The repairability index of a notebook refers to the ease with which it can be repaired. This index is determined by the manufacturer of the notebook and is based on a number of factors, including the availability of spare parts, the ease of disassembly and reassembly, and the complexity of the repair process. A higher repairability index indicates that a notebook is easier to repair, while a lower repairability index indicates that it is more difficult to repair.\nThe repairability index is typically represented as a score, with higher scores indicating higher repairability and lower scores indicating lower repairability. ",True
Notebooks,Repairability index.42930.unit,Repairability index_unit,,,,,The unit of measure for the Repairability index column.,True
Notebooks,Number of batteries.19481,Number of batteries,'1.0',,1.0,1.0,The number of batteries for the notebook. Values are whole numbers and at least 1.,True
Notebooks,Number of batteries.19481.unit,Number of batteries_unit,,,,,The unit of measure for the Number of batteries column.,True
Notebooks,UN number.41529,UN number,"'UN3480', 'UN3481'",,,,The UN number is a unique identification number for a notebook. It is a four-digit number that is assigned to each notebook by the manufacturer. The UN number is used to identify the notebook and to track its production and sales.,True
Notebooks,UN number.41529.unit,UN number_unit,,,,,The unit of measure for the UN number column.,True
Notebooks,High-density polyethylene (HDPE) content per package.35307,High-density polyethylene (HDPE) content per package,,,,,"Amount of high-density polyethylene (HDPE) per package in grams. HDPE is a type of plastic known for its strength and durability. Example values: 12.0, 20.0, 10.0, 5.0, 6.0",True
Notebooks,High-density polyethylene (HDPE) content per package.35307.unit,High-density polyethylene (HDPE) content per package_unit,,,,,The unit of measure for the High-density polyethylene (HDPE) content per package column.,True
Notebooks,Polypropylene (PP) content per package.35310,Polypropylene (PP) content per package,,,,,"The amount of Polypropylene in each package of the product. The Polypropylene is a thermoplastic used in a variety of applications such as packaging, labeling, stationery, textiles, plastics, and in reusable containers, such as laundry detergent bottles, where it is often labeled as ""plastic #5"".",True
Notebooks,Polypropylene (PP) content per package.35310.unit,Polypropylene (PP) content per package_unit,,,,,The unit of measure for the Polypropylene (PP) content per package column.,True
Notebooks,Parallel ports quantity.1336,Parallel ports quantity,,,,,"The number of parallel ports on the notebook. This is a non-negative integer value. If the notebook does not have any parallel ports, the value is 0.",True
Notebooks,Parallel ports quantity.1336.unit,Parallel ports quantity_unit,,,,,The unit of measure for the Parallel ports quantity column.,True
Notebooks,Driver software for optical drive.1688,Driver software for optical drive,,,,,"The driver software for the optical drive of the notebook. The software may be a standalone program or may be included with an operating system or other software package. This column lists the name of the driver software, which may be a brand name, a product name, or a version number.",True
Notebooks,Driver software for optical drive.1688.unit,Driver software for optical drive_unit,,,,,The unit of measure for the Driver software for optical drive column.,True
Notebooks,DisplayPort version.11111,DisplayPort version,,,,,"The version of the DisplayPort the laptop has, examples include '1.2', '1.4', '1.3', '1.2a', '1.1a'",True
Notebooks,DisplayPort version.11111.unit,DisplayPort version_unit,,,,,The unit of measure for the DisplayPort version column.,True
Notebooks,HP Care Pack.35130,HP Care Pack,,,,,A boolean value indicating whether the device is covered by the HP Care Pack support and maintenance service.,True
Notebooks,HP Care Pack.35130.unit,HP Care Pack_unit,,,,,The unit of measure for the HP Care Pack column.,True
Notebooks,HP Pen Control.34632,HP Pen Control,,,,,Whether the notebook has a pen control,True
Notebooks,HP Pen Control.34632.unit,HP Pen Control_unit,,,,,The unit of measure for the HP Pen Control column.,True
Notebooks,Drive bays.1422,Drive bays,,,,,"Physical drive bays of the notebook. Values can be ""Fixed Ultrabay Enhanced"", ""Ultrabay Enhanced"", ""Media Bay"", or ""2.5"".",True
Notebooks,Drive bays.1422.unit,Drive bays_unit,,,,,The unit of measure for the Drive bays column.,True
Notebooks,Audio included.2086,Audio included,,,,,"Audio specifications of the notebook. Includes mute button availability, number and type of speakers, headphone/line out, microphone and additional features like integrated dual-microphone array with webcam.",True
Notebooks,Audio included.2086.unit,Audio included_unit,,,,,The unit of measure for the Audio included column.,True
Notebooks,Keyboard type.995,Keyboard type,,,,,"Physical type of keyboard equipped with the notebook. Options include: Full-sized, 7-row with Trackpoint, detachable, FineTouch, Full-sized chiclet keyboard with separate numeric keypad",True
Notebooks,Keyboard type.995.unit,Keyboard type_unit,,,,,The unit of measure for the Keyboard type column.,True
Notebooks,Mini VGA ports quantity.9375,Mini VGA ports quantity,,,,,The number of Mini VGA ports on the notebook. This is a measure of the number of ports that are physically located on the notebook and available for use with VGA connectors. The VGA connector is a standard type of connector for video devices that uses a 15-pin connector.,True
Notebooks,Mini VGA ports quantity.9375.unit,Mini VGA ports quantity_unit,,,,,The unit of measure for the Mini VGA ports quantity column.,True
Notebooks,Dell ControlVault.43062,Dell ControlVault,,,,,"A string that indicates whether the notebook has Dell's ControlVault security feature. Dell ControlVault is a security chip that provides hardware-level protection for your laptop data. It is designed to protect your data against unauthorized access, even if your laptop is lost or stolen. The chip is embedded in the motherboard of the laptop and provides an extra layer of security for your data. If the Dell ControlVault is enabled, the chip will encrypt all data stored on the laptop, including data stored on the hard drive, SSD, and other storage devices. The chip will also provide a secure storage location for your most sensitive data, such as encryption keys and passwords. The Dell ControlVault is designed to be tamper-resistant, so that even if an attacker tries to physically remove the chip from the laptop, the data stored on it will be protected. The chip is also designed to be resistant to attacks that attempt to extract data from it by using techniques such as laser probing or voltage manipulation. The Dell ControlVault is available on some Dell laptops, and is typically enabled by default. You can check whether the Dell ControlVault is enabled on your laptop by looking for the 'Dell ControlVault' option in the BIOS settings. If the option is not available, or is disabled, the Dell ControlVault is not enabled on your laptop.",True
Notebooks,Dell ControlVault.43062.unit,Dell ControlVault_unit,,,,,The unit of measure for the Dell ControlVault column.,True
Notebooks,Number of keyboard cursor keys.1005,Number of keyboard cursor keys,,,,,"The number of keyboard cursor keys on the notebook. This includes all the cursor keys on the keyboard such as the arrow keys, page up, page down, etc. The format of this column is a floating point number.",True
Notebooks,Number of keyboard cursor keys.1005.unit,Number of keyboard cursor keys_unit,,,,,The unit of measure for the Number of keyboard cursor keys column.,True
Notebooks,Hot keys.1007,Hot keys,,,,,"A list of hot keys that are available on the notebook. These are specific keys or combinations of keys that are programmed to perform a certain action, such as launching a program or opening a file. The hot keys are usually listed in the notebook's manual or on the manufacturer's website.",True
Notebooks,Hot keys.1007.unit,Hot keys_unit,,,,,The unit of measure for the Hot keys column.,True
Notebooks,Processor core voltage (AC).1017,Processor core voltage (AC),,,,,"The range of voltages for the processor core of the notebook. The format of the range is typically a minimum and maximum value separated by a dash (-). For example, a range of 1.0375-1.30 means that the processor core voltage can be anywhere between 1.0375 V and 1.30 V.",True
Notebooks,Processor core voltage (AC).1017.unit,Processor core voltage (AC)_unit,,,,,The unit of measure for the Processor core voltage (AC) column.,True
Notebooks,Audio formats supported.2224,Audio formats supported,,,,,"List of audio formats that are supported by the notebook. Examples include AAC, MP3, AMR, DTS, and AAC+.",True
Notebooks,Audio formats supported.2224.unit,Audio formats supported_unit,,,,,The unit of measure for the Audio formats supported column.,True
Notebooks,Keyboard manufacturer.994,Keyboard manufacturer,,,,,The manufacturer of the keyboard for the given notebook product. The value should be the name of the keyboard manufacturer.,True
Notebooks,Keyboard manufacturer.994.unit,Keyboard manufacturer_unit,,,,,The unit of measure for the Keyboard manufacturer column.,True
Notebooks,Keyboard function keys.998,Keyboard function keys,,,,,The keyboard function keys column contains the number of function keys on the keyboard of the notebook. The values in this column are always integers and are typically between 10 and 20.,True
Notebooks,Keyboard function keys.998.unit,Keyboard function keys_unit,,,,,The unit of measure for the Keyboard function keys column.,True
Notebooks,L3 cache.1822,L3 cache,,,,,"The L3 cache is a type of cache memory that is typically used in notebooks to store data and instructions that are being used or likely to be used by the processor. The cache memory helps to speed up the system by storing data and instructions that are readily available to the processor, thereby reducing the need for the processor to fetch data and instructions from the main memory. The L3 cache is typically larger than the L1 and L2 caches, and it is often used to store data and instructions that are used by the processor on a less frequent basis. The L3 cache is also known as the third-level cache.",True
Notebooks,L3 cache.1822.unit,L3 cache_unit,,,,,The unit of measure for the L3 cache column.,True
Notebooks,Battery performance.95,Battery performance,,,,,"The battery performance column contains the battery power of the notebook. The minimum value is 1.0 W, and the maximum value is 99.0 W.",True
Notebooks,Battery performance.95.unit,Battery performance_unit,,,,,The unit of measure for the Battery performance column.,True
Notebooks,Power adapter weight.13993,Power adapter weight,,,,,"The weight, measured in grams (g), of the power adapter for the notebook.",True
Notebooks,Power adapter weight.13993.unit,Power adapter weight_unit,,,,,The unit of measure for the Power adapter weight column.,True
Notebooks,RAID support.7335,RAID support,,,,,"Indicates whether the notebook has RAID support. RAID, which stands for Redundant Array of Independent Disks, is a data storage technology that allows for increased storage performance and reliability. This column will be True if the notebook has RAID support, and False if it does not.",True
Notebooks,RAID support.7335.unit,RAID support_unit,,,,,The unit of measure for the RAID support column.,True
Notebooks,Intel® Optane™ Memory Ready.29257,Intel Optane Memory Ready,,,,,"A string column, where False is not Intel Optane Memory Ready, and True is Intel Optane Memory Ready",True
Notebooks,Intel® Optane™ Memory Ready.29257.unit,Intel Optane Memory Ready_unit,,,,,The unit of measure for the Intel Optane Memory Ready column.,True
Notebooks,Maximum number of SMP processors.1652,Maximum number of SMP processors,,,,,The maximum number of SMP processors for the notebook.,True
Notebooks,Maximum number of SMP processors.1652.unit,Maximum number of SMP processors_unit,,,,,The unit of measure for the Maximum number of SMP processors column.,True
Notebooks,Bundled hardware.250,Bundled hardware,,,,,"Hardware that is bundled with the notebook. This may include AC adaptors, power cords, batteries, or other accessories. If the value is a list, then the notebook comes with all of the items in the list.",True
Notebooks,Bundled hardware.250.unit,Bundled hardware_unit,,,,,The unit of measure for the Bundled hardware column.,True
Notebooks,Wireless option type.1442,Wireless option type,,,,,"Wireless option type of the notebook, options include 'Y', 'Bluetooth', and '1'.",True
Notebooks,Wireless option type.1442.unit,Wireless option type_unit,,,,,The unit of measure for the Wireless option type column.,True
Notebooks,Expansion slots.1586,Expansion slots,,,,,"The types of expansion slots available for additional devices, e.g. ExpressCard/54 slot, Media Card Reader, Secure Digital slot",True
Notebooks,Expansion slots.1586.unit,Expansion slots_unit,,,,,The unit of measure for the Expansion slots column.,True
Notebooks,Docking solution.1987,Docking solution,,,,,"A description of the docking station and stands that are sold with the notebook, listed in different combinations and varying in detail.",True
Notebooks,Docking solution.1987.unit,Docking solution_unit,,,,,The unit of measure for the Docking solution column.,True
Notebooks,Security management description.2060,Security management description,,,,,"Security management features of the notebook, such as McAfee Security Solution, Kensington Lock slot, HP Privacy Filter (optional), and HP Disk Sanitizer.",True
Notebooks,Security management description.2060.unit,Security management description_unit,,,,,The unit of measure for the Security management description column.,True
Notebooks,Protection tools.3328,Protection tools,,,,,"The Protection tools column contains a string that describes the security features of the notebook. This includes details such as the presence of a fingerprint sensor, a security chip, and a disk sanitizer. The protection tools may also include an integrated or optional smart card reader.",True
Notebooks,Protection tools.3328.unit,Protection tools_unit,,,,,The unit of measure for the Protection tools column.,True
Notebooks,I/O ports.470,I/O ports,,,,,"The I/O ports on the notebook, including the number of USB ports, video ports, audio ports, and other types of ports. Examples include: '4 USB 2.0 ports, VGA, eSATA, stereo microphone in, stereo headphone/line out, Firewire (1394a), HDMI, power connector, docking connector, secondary battery connector, RJ-11, RJ-45', '4 USB 2.0 ports, VGA, S-video TV out, stereo microphone in, stereo headphone/line out, Firewire (1394a), power connector, RJ-11, RJ-45, serial port', '1x ExpressCard', '4 USB 2.0 ports, VGA, stereo microphone in, stereo headphone/line out, HDMI, power connector, RJ-45, optional RJ-11'",True
Notebooks,I/O ports.470.unit,I/O ports_unit,,,,,The unit of measure for the I/O ports column.,True
